disaster_number,incident_type,designated_area,state,region,programs_declared
4059,Severe Storm(s),Ritchie (County),WV,Southeast,2
4061,Severe Storm(s),Lincoln (County),WV,Southeast,3
4062,Severe Storm(s),Maui (County),HI,West,2
4063,Severe Storm(s),Hodgeman (County),KS,Midwest,2
4064,Severe Storm(s),Alfalfa (County),OK,Southwest,2
4065,Severe Storm(s),Cheshire (County),NH,Northeast,2
4066,Severe Storm(s),Orleans (County),VT,Northeast,2
4067,Fire,Larimer (County),CO,West,3
4068,Severe Storm(s),Dixie (County),FL,Southeast,2
4069,Severe Storm(s),Cass (County),MN,Midwest,2
4070,Severe Storm(s),Atlantic (County),NJ,Northeast,2
4071,Severe Storm(s),Upshur (County),WV,Southeast,2
4072,Severe Storm(s),Albemarle (County),VA,Southeast,2
4075,Severe Storm(s),Charles (County),MD,Northeast,2
4076,Severe Storm(s),Red Cliff Indian Reservation,WI,Midwest,2
4074,Fire,Crow/Northern Cheyenne Area,MT,West,2
4077,Severe Storm(s),Champaign (County),OH,Midwest,2
4078,Fire,Cleveland (County),OK,Southwest,2
4079,Flood,Sandoval (County),NM,Southwest,2
4081,Hurricane,Mississippi Choctaw Indian Reservation,MS,Southeast,2
4080,Hurricane,Catahoula (Parish),LA,Southeast,2
4082,Hurricane,Mobile (County),AL,Southeast,2
4083,Severe Storm(s),Ferry (County),WA,West,2
4084,Hurricane,Glades (County),FL,Southeast,2
4086,Hurricane,Hudson (County),NJ,Northeast,3
4085,Hurricane,Bronx (County),NY,Northeast,3
4087,Hurricane,"Litchfield (County)(in (P)MSA 1170,1930,3280,8880)",CT,Northeast,2
4089,Hurricane,"Newport (County)(in PMSA 2480,6480)",RI,Northeast,3
4088,Flood,Washington (County),UT,West,2
4090,Hurricane,Sussex (County),DE,Northeast,2
4091,Hurricane,Baltimore (County),MD,Northeast,2
4092,Hurricane,King and Queen (County),VA,Southeast,2
4094,Severe Storm(s),Alaska Gateway Regional Educational Attendance Area,AK,West,2
4093,Hurricane,Braxton (County),WV,Southeast,2
4095,Hurricane,"Rockingham (County)(in (P)MSA 4160,4760,6450)",NH,Northeast,2
4097,Hurricane,"Plymouth (County)(in (P)MSA 1120,1200,5400)",MA,Northeast,2
4098,Hurricane,Cuyahoga (County),OH,Midwest,2
4099,Hurricane,Cameron (County),PA,Northeast,2
4100,Severe Ice Storm,Hot Spring (County),AR,Southeast,2
4101,Severe Storm(s),Jefferson Davis (County),MS,Southeast,2
4102,Severe Storm(s),Concordia (Parish),LA,Southeast,2
4103,Mud/Landslide,Eastern Band of Cherokee Indians of North Carolina,NC,Southeast,2
4104,Freezing,Navajo Nation Reservation (Also NM and UT),AZ,Southwest,2
4105,Severe Storm(s),Belknap (County),NH,Northeast,2
4106,Severe Storm(s),"Hartford (County)(in PMSA 1170,3280,5440)",CT,Northeast,2
4107,Severe Storm(s),Bristol (County),RI,Northeast,2
4108,Severe Storm(s),Cumberland (County),ME,Northeast,2
4109,Severe Storm(s),Woods (County),OK,Southwest,2
4110,Severe Storm(s),Suffolk (County),MA,Northeast,2
4111,Severe Storm(s),Suffolk (County),NY,Northeast,2
4112,Snow,Barton (County),KS,Midwest,2
4113,Severe Storm(s),Cottonwood (County),MN,Midwest,2
4114,Severe Storm(s),Lyon (County),IA,Midwest,2
4116,Flood,Carroll (County),IL,Midwest,2
4115,Severe Storm(s),Oglala Sioux Tribe of the Pine Ridge Reservation,SD,Midwest,2
4117,Tornado,Ottawa (County),OK,Southwest,2
4118,Flood,Cavalier (County),ND,Midwest,2
4119,Flood,Jefferson (County),IA,Midwest,2
4120,Flood,Chittenden (County),VT,Northeast,2
4121,Flood,Baraga (County),MI,Midwest,2
4124,Severe Storm(s),Cross (County),AR,Southeast,2
4123,Flood,Standing Rock Sioux Tribe of North & South Dakota,ND,Midwest,2
4122,Flood,Copper River Regional Educational Attendance Area,AK,West,2
4125,Severe Storm(s),Corson (County),SD,Midwest,2
4126,Severe Storm(s),Cherokee (County),IA,Midwest,2
4127,Flood,Rocky Boy's Indian Reservation,MT,West,2
4129,Flood,Chenango (County),NY,Northeast,2
4128,Severe Storm(s),Turtle Mountain Indian Reservation,ND,Midwest,2
4130,Severe Storm(s),Lewis (County),MO,Midwest,2
4131,Severe Storm(s),Hennepin (County),MN,Midwest,2
4132,Flood,Roane (County),WV,Southeast,2
4134,Fire,El Paso (County),CO,West,3
4133,Fire,Fremont (County),CO,West,3
4135,Severe Storm(s),Delaware (County),IA,Midwest,2
4138,Severe Storm(s),Holmes (County),FL,Southeast,2
4139,Severe Storm(s),Grafton (County),NH,Northeast,2
4137,Severe Storm(s),Hamlin (County),SD,Midwest,2
4140,Flood,Chittenden (County),VT,Northeast,2
4141,Severe Storm(s),Bayfield (County),WI,Midwest,2
4142,Fire,Karuk Reservation,CA,West,2
4143,Severe Storm(s),Boone (County),AR,Southeast,2
4144,Severe Storm(s),Dade (County),MO,Midwest,2
4145,Flood,Lake (County),CO,West,2
4146,Flood,Mitchell (County),NC,Southeast,2
4147,Severe Storm(s),Santa Clara Pueblo (Indian Reservation),NM,Southwest,2
4148,Severe Storm(s),Colfax (County),NM,Southwest,2
4149,Severe Storm(s),Fayette (County),PA,Northeast,2
4150,Severe Storm(s),McPherson (County),KS,Midwest,2
4151,Severe Storm(s),Santa Clara Pueblo (Indian Reservation),NM,Southwest,2
4152,Flood,Navajo Nation Reservation (Also  AZ and UT),NM,Southwest,2
4153,Flood,Avery (County),NC,Southeast,2
4154,Severe Storm(s),Grant (County),ND,Midwest,2
4155,Severe Storm(s),Custer (County),SD,Midwest,3
4157,Tornado,Vermilion (County),IL,Midwest,2
4156,Severe Storm(s),Greeley (County),NE,Midwest,2
4158,Fire,Tuolumne (County),CA,West,2
4159,Severe Storm(s),Freestone (County),TX,Southwest,2
4160,Severe Ice Storm,Fulton (County),AR,Southeast,2
4161,Flood,Kenai Peninsula (Borough),AK,West,2
4162,Severe Storm(s),Fairbanks North Star (Borough),AK,West,2
4163,Severe Ice Storm,Essex (County),VT,Northeast,2
4164,Severe Storm(s),Choctaw (County),OK,Southwest,2
4165,Severe Ice Storm,Carroll (County),GA,Southeast,2
4166,Severe Ice Storm,Dorchester (County),SC,Southeast,2
4167,Severe Ice Storm,Davidson (County),NC,Southeast,2
4168,Mud/Landslide,Tulalip Indian Reservation,WA,West,3
4169,Severe Storm(s),Lincoln (County),OR,West,2
4170,Severe Storm(s),Howard (County),MD,Northeast,2
4171,Severe Ice Storm,Shelby (County),TN,Southeast,2
4172,Flood,Jefferson (County),MT,West,2
4173,Severe Storm(s),Johnson (County),IN,Midwest,2
4174,Severe Storm(s),Izard (County),AR,Southeast,2
4175,Severe Storm(s),Leake (County),MS,Southeast,3
4176,Severe Storm(s),Houston (County),AL,Southeast,2
4177,Severe Storm(s),Santa Rosa (County),FL,Southeast,3
4178,Flood,Franklin (County),VT,Northeast,2
4179,Tornado,Fillmore (County),NE,Midwest,2
4180,Severe Storm(s),Otsego (County),NY,Northeast,2
4181,Severe Storm(s),Decatur (County),IA,Midwest,2
4182,Flood,Hennepin (County),MN,Midwest,2
4184,Flood,Allamakee (County),IA,Midwest,2
4183,Severe Storm(s),Dakota (County),NE,Midwest,2
4185,Severe Storm(s),Burt (County),NE,Midwest,2
4186,Flood,Turner (County),SD,Midwest,2
4187,Severe Storm(s),Jasper (County),IA,Midwest,2
4188,Fire,Colville Indian Reservation,WA,West,2
4189,Severe Storm(s),Carroll (County),TN,Southeast,2
4190,Flood,Benson (County),ND,Midwest,2
4193,Earthquake,Napa (County),CA,West,3
4194,Severe Storm(s),Hawaii (County),HI,West,2
4195,Flood,Oakland (County),MI,Midwest,3
4196,Severe Storm(s),Floyd (County),KY,Southeast,2
4197,Severe Storm(s),Sandoval (County),NM,Southwest,2
4198,Severe Storm(s),Blaine (County),MT,West,2
4199,Severe Storm(s),Colfax (County),NM,Southwest,2
4200,Severe Storm(s),Daviess (County),MO,Midwest,2
4201,Volcano,Hawaii (County),HI,West,2
4202,Flood,Moapa River Indian Reservation,NV,West,2
4203,Flood,Maricopa (County),AZ,Southwest,2
4204,Snow,Genesee (County),NY,Northeast,2
4205,Tornado,Marion (County),MS,Southeast,2
4206,Flood,Soboba Indian Reservation,CA,West,2
4207,Severe Storm(s),Orange (County),VT,Northeast,2
4208,Snow,Sagadahoc (County),ME,Northeast,2
4209,Severe Storm(s),Strafford (County),NH,Northeast,2
4210,Severe Storm(s),Cabell (County),WV,Southeast,2
4211,Severe Ice Storm,Campbell (County),TN,Southeast,2
4212,Severe Storm(s),"Providence (County)(in PMSA 6060,6480)",RI,Northeast,2
4213,Severe Storm(s),"New Haven (County)(in (P)MSA 1160,5480,8880)",CT,Northeast,2
4214,Severe Storm(s),"Essex (County)(in PMSA 1120,4160,7090)",MA,Northeast,2
4215,Severe Ice Storm,Lumpkin (County),GA,Southeast,2
4216,Snow,Caldwell (County),KY,Southeast,2
4217,Flood,Lewis (County),KY,Southeast,2
4218,Flood,Elliott (County),KY,Southeast,2
4219,Severe Storm(s),Wayne (County),WV,Southeast,2
4220,Flood,Marshall (County),WV,Southeast,2
4221,Flood,Cabell (County),WV,Southeast,2
4222,Severe Storm(s),Major (County),OK,Southwest,2
4223,Severe Storm(s),Austin (County),TX,Southwest,2
4225,Severe Storm(s),Fillmore (County),NE,Midwest,2
4226,Severe Storm(s),Hempstead (County),AR,Southeast,2
4227,Flood,Niobrara (County),WY,West,3
4228,Flood,West Feliciana (Parish),LA,Southeast,2
4229,Flood,Morgan (County),CO,West,2
4230,Severe Storm(s),Cheyenne (County),KS,Midwest,2
4231,Severe Storm(s),Camden (County),NJ,Northeast,2
4232,Severe Storm(s),Chittenden (County),VT,Northeast,2
4233,Severe Storm(s),Haakon (County),SD,Midwest,2
4234,Severe Storm(s),Dallas (County),IA,Midwest,2
4238,Severe Storm(s),Barry (County),MO,Midwest,2
4236,Severe Storm(s),Wood (County),WV,Southeast,2
4237,Severe Storm(s),Oglala Sioux Tribe of the Pine Ridge Reservation,SD,Midwest,2
4239,Severe Storm(s),Jackson (County),KY,Southeast,2
4240,Fire,Calaveras (County),CA,West,3
4241,Flood,Dillon (County),SC,Southeast,2
4242,Severe Storm(s),Island (County),WA,West,2
4243,Fire,Stevens (County),WA,West,2
4244,Coastal Storm,North Slope (Borough),AK,West,2
4245,Severe Storm(s),Jasper (County),TX,Southwest,2
4246,Severe Storm(s),Bonner (County),ID,West,2
4247,Severe Ice Storm,Beckham (County),OK,Southwest,2
4248,Severe Storm(s),Clay (County),MS,Southeast,2
4249,Severe Storm(s),Mason (County),WA,West,2
4251,Severe Storm(s),Chambers (County),AL,Southeast,2
4250,Flood,Mississippi (County),MO,Midwest,2
4252,Severe Storm(s),Benewah (County),ID,West,2
4253,Flood,Cowlitz (County),WA,West,2
4254,Severe Storm(s),Izard (County),AR,Southeast,2
4255,Severe Storm(s),Castro (County),TX,Southwest,2
4256,Severe Storm(s),Adair (County),OK,Southwest,2
4258,Severe Storm(s),Lane (County),OR,West,2
4257,Severe Storm(s),Aleutians West (Census Area),AK,West,2
4259,Severe Storm(s),Baker (County),GA,Southeast,2
4261,Snow,Anne Arundel (County),MD,Northeast,2
4262,Snow,Albemarle (County),VA,Southeast,2
4263,Flood,Ascension (Parish),LA,Southeast,3
4264,Severe Storm(s),Essex (County),NJ,Northeast,2
4265,Snow,Sussex (County),DE,Northeast,2
4266,Flood,Marion (County),TX,Southwest,3
4267,Snow,Bucks (County),PA,Northeast,2
4268,Flood,Claiborne (County),MS,Southeast,2
4269,Flood,Fort Bend (County),TX,Southwest,3
4270,Severe Storm(s),Cleveland (County),AR,Southeast,2
4271,Severe Storm(s),Pondera (County),MT,West,1
4272,Flood,Hardin (County),TX,Southwest,1
4273,Flood,Greenbrier (County),WV,Southeast,3
4274,Flood,Garvin (County),OK,Southwest,2
4275,Tornado,Fallon (County),MT,West,2
4276,Severe Storm(s),Florence (County),WI,Midwest,2
4277,Flood,St. Charles (Parish),LA,Southeast,2
4278,Severe Storm(s),Clay (County),KY,Southeast,2
4279,Flood,Howard (County),MD,Northeast,2
4280,Hurricane,Lafayette (County),FL,Southeast,2
4281,Flood,Fayette (County),IA,Midwest,2
4282,Mud/Landslide,Maui (County),HI,West,2
4283,Hurricane,Flagler (County),FL,Southeast,3
4284,Hurricane,Camden (County),GA,Southeast,2
4285,Hurricane,Anson (County),NC,Southeast,3
4286,Hurricane,Dorchester (County),SC,Southeast,3
4288,Flood,Richland (County),WI,Midwest,2
4287,Severe Storm(s),Sedgwick (County),KS,Midwest,2
4289,Flood,Bremer (County),IA,Midwest,2
4290,Flood,Fillmore (County),MN,Midwest,2
4291,Hurricane,Franklin,VA,Southeast,2
4292,Flood,Lycoming (County),PA,Northeast,2
4293,Fire,Sevier (County),TN,Southeast,3
4295,Tornado,Perry (County),MS,Southeast,3
4294,Severe Storm(s),Turner (County),GA,Southeast,2
4296,Severe Storm(s),Josephine (County),OR,West,2
4297,Tornado,Putnam (County),GA,Southeast,2
4298,Severe Storm(s),Cheyenne River Indian Reservation,SD,Midwest,2
4299,Severe Storm(s),Ellis (County),OK,Southwest,2
4300,Tornado,Orleans (Parish),LA,Southeast,2
4301,Severe Storm(s),Contra Costa (County),CA,West,2
4302,Severe Storm(s),Hoopa Valley Indian Reservation,CA,West,2
4303,Severe Storm(s),Douglas (County),NV,West,2
4304,Severe Ice Storm,Kiowa (County),KS,Midwest,2
4305,Flood,Contra Costa (County),CA,West,2
4306,Severe Storm(s),Teton (County),WY,West,2
4307,Severe Storm(s),Carson City,NV,West,2
4308,Flood,Colusa (County),CA,West,2
4310,Flood,Twin Falls (County),ID,West,2
4309,Flood,Grant (County),WA,West,2
4311,Flood,Box Elder (County),UT,West,2
4312,Severe Storm(s),Resighini Rancheria (Indian Reservation),CA,West,2
4313,Flood,Bonner (County),ID,West,2
4314,Severe Storm(s),Jefferson (County),MS,Southeast,2
4315,Severe Storm(s),Cimarron (County),OK,Southwest,2
4316,Severe Storm(s),Belknap (County),NH,Northeast,2
4317,Flood,Cape Girardeau (County),MO,Midwest,2
4318,Severe Storm(s),Ouachita (County),AR,Southeast,2
4319,Snow,Graham (County),KS,Midwest,2
4320,Severe Storm(s),Roane (County),TN,Southeast,2
4321,Severe Storm(s),Furnas (County),NE,Midwest,2
4323,Flood,McHenry (County),ND,Midwest,2
4322,Snow,Clinton (County),NY,Northeast,2
4324,Tornado,Muskogee (County),OK,Southwest,2
4325,Severe Storm(s),Banner (County),NE,Midwest,2
4326,Severe Storm(s),Bay (County),MI,Midwest,2
4327,Flood,Fremont (County),WY,West,2
4328,Severe Storm(s),Hood River (County),OR,West,2
4329,Severe Storm(s),Coos (County),NH,Northeast,2
4330,Severe Storm(s),Orange (County),VT,Northeast,2
4331,Severe Storm(s),Doddridge (County),WV,Southeast,2
4332,Hurricane,Burleson (County),TX,Southwest,2
4334,Severe Storm(s),Buchanan (County),IA,Midwest,2
4333,Flood,Gooding (County),ID,West,2
4337,Hurricane,Madison (County),FL,Southeast,2
4338,Hurricane,Ben Hill (County),GA,Southeast,2
4341,Hurricane,Immokalee Indian Reservation,FL,Southeast,3
4343,Severe Storm(s),Vernon (County),WI,Midwest,2
4342,Flood,Ada (County),ID,West,2
4344,Fire,Lake (County),CA,West,3
4346,Hurricane,Charleston (County),SC,Southeast,2
4345,Hurricane,Assumption (Parish),LA,Southeast,2
4347,Severe Storm(s),Wyandotte (County),KS,Midwest,2
4348,Flood,Cayuga (County),NY,Northeast,2
4349,Hurricane,Clarke (County),AL,Southeast,2
4350,Hurricane,Harrison (County),MS,Southeast,2
4352,Flood,Pueblo of Acoma,NM,Southwest,2
4351,Severe Storm(s),North Slope (Borough),AK,West,2
4354,Severe Storm(s),Lincoln (County),ME,Northeast,2
4353,Fire,Los Angeles (County),CA,West,2
4356,Severe Storm(s),Chittenden (County),VT,Northeast,2
4355,Severe Storm(s),Coos (County),NH,Northeast,2
4358,Flood,Knox (County),KY,Southeast,2
4360,Flood,Harrison (County),OH,Midwest,2
4359,Mud/Landslide,Monongalia (County),WV,Southeast,2
4361,Flood,Carlisle (County),KY,Southeast,2
4362,Severe Storm(s),Etowah (County),AL,Southeast,3
4363,Flood,Wabash (County),IN,Midwest,2
4365,Flood,Kauai (County),HI,West,3
4364,Severe Storm(s),Rockingham (County),NC,Southeast,2
4366,Volcano,Hawaii (County),HI,West,3
4367,Coastal Storm,"York (County)(in MSA 6400,6450)",ME,Northeast,2
4371,Snow,Carroll (County),NH,Northeast,2
4369,Coastal Storm,Kenai Peninsula (Borough),AK,West,2
4368,Severe Storm(s),Somerset (County),NJ,Northeast,2
4370,Coastal Storm,"Rockingham (County)(in (P)MSA 4160,4760,6450)",NH,Northeast,2
4373,Fire,Custer (County),OK,Southwest,2
4374,Severe Storm(s),Washington (County),MD,Northeast,2
4372,Severe Storm(s),"Plymouth (County)(in (P)MSA 1120,1200,5400)",MA,Northeast,2
4375,Snow,Antelope (County),NE,Midwest,2
4376,Flood,Howard (County),MD,Northeast,2
4377,Flood,Jim Wells (County),TX,Southwest,2
4378,Severe Storm(s),Grant (County),WV,Southeast,2
4379,Snow,"Essex (County)(in PMSA 1120,4160,7090)",MA,Northeast,2
4380,Severe Storm(s),Orleans (County),VT,Northeast,2
4381,Flood,Houghton (County),MI,Midwest,2
4382,Fire,Lake (County),CA,West,3
4383,Flood,Ashland (County),WI,Midwest,2
4384,Flood,Colville Indian Reservation,WA,West,2
4386,Severe Storm(s),Dallas (County),IA,Midwest,2
4385,Tornado,"New Haven (County)(in (P)MSA 1160,5480,8880)",CT,Northeast,2
4387,Severe Storm(s),Wayne (County),NE,Midwest,2
4388,Flood,Pondera (County),MT,West,2
4389,Flood,Havasupai Indian Reservation,AZ,Southwest,2
4391,Flood,Matanuska-Susitna (Borough),AK,West,2
4390,Flood,Lyon (County),MN,Midwest,2
4392,Severe Storm(s),Van Buren (County),IA,Midwest,2
4393,Hurricane,Randolph (County),NC,Southeast,2
4394,Hurricane,Charleston (County),SC,Southeast,2
4395,Hurricane,Maui (County),HI,West,2
4397,Flood,Delaware (County),NY,Northeast,2
4399,Hurricane,Jefferson (County),FL,Southeast,2
4400,Hurricane,Chattahoochee (County),GA,Southeast,2
4401,Hurricane,Grayson (County),VA,Southeast,2
4402,Flood,Iron (County),WI,Midwest,2
4403,Severe Storm(s),Marshall (County),KS,Midwest,2
4405,Flood,Park (County),MT,West,2
4406,Hurricane,Houston (County),AL,Southeast,2
4407,Fire,Ventura (County),CA,West,3
4408,Severe Storm(s),Bradford (County),PA,Northeast,2
4409,Severe Storm(s),Tohono O'odham Reservation and Trust Lands,AZ,Southwest,2
4410,Severe Storm(s),"New London (County)(in (P)MSA 3280,5520)",CT,Northeast,2
4411,Hurricane,Essex (County),VA,Southeast,2
4412,Hurricane,Alamance (County),NC,Southeast,2
4413,Earthquake,Anchorage (Borough),AK,West,3
4414,Flood,St. Louis (County),MN,Midwest,2
4415,Severe Storm(s),Greene (County),MS,Southeast,2
4417,Severe Storm(s),Greenwood (County),KS,Midwest,2
4416,Flood,Baylor (County),TX,Southwest,2
4418,Severe Storm(s),Pacific (County),WA,West,2
4419,Tornado,Lee (County),AL,Southeast,3
4420,Flood,Sac and Fox Indian Reservation (Also KS),NE,Midwest,2
4421,Flood,Dallas (County),IA,Midwest,2
4422,Severe Storm(s),La Jolla Indian Reservation,CA,West,2
4423,Severe Storm(s),Cahuilla Indian Reservation,CA,West,2
4424,Flood,Gallia (County),OH,Midwest,2
4425,Severe Storm(s),Soboba Indian Reservation,CA,West,2
4428,Severe Storm(s),Butler (County),KY,Southeast,2
4427,Flood,Cocke (County),TN,Southeast,2
4426,Severe Storm(s),Jackson (County),AL,Southeast,2
4429,Severe Storm(s),Leflore (County),MS,Southeast,2
4430,Flood,Sac and Fox Tribe of the Mississippi in Iowa,IA,Midwest,2
4431,Severe Storm(s),Mariposa (County),CA,West,2
4432,Severe Storm(s),Curry (County),OR,West,2
4434,Severe Storm(s),El Dorado (County),CA,West,2
4435,Flood,Cape Girardeau (County),MO,Midwest,2
4436,Severe Storm(s),Navajo Nation Reservation (Also NM and UT),AZ,Southwest,2
4437,Flood,Daniels (County),MT,West,2
4438,Severe Storm(s),Beckham (County),OK,Southwest,2
4439,Severe Storm(s),Union (Parish),LA,Southeast,2
4440,Flood,Brown (County),SD,Midwest,2
4441,Flood,Arkansas (County),AR,Southeast,3
4444,Flood,Emmons (County),ND,Midwest,2
4442,Flood,Big Stone (County),MN,Midwest,2
4443,Flood,Idaho (County),ID,West,2
4445,Flood,Washington (County),VT,Northeast,2
4446,Flood,Ponca (TDSA),NE,Midwest,2
4447,Tornado,Columbiana (County),OH,Midwest,2
4450,Severe Storm(s),Clarke (County),MS,Southeast,2
4449,Severe Storm(s),Atchison (County),KS,Midwest,2
4448,Severe Storm(s),Oglala Sioux Tribe of the Pine Ridge Reservation,SD,Midwest,2
4452,Flood,Grant (County),OR,West,2
4451,Severe Storm(s),Bollinger (County),MO,Midwest,2
4453,Severe Storm(s),Lincoln (County),OK,Southwest,2
4454,Flood,Cameron (County),TX,Southwest,2
4455,Flood,Grant (County),WV,Southeast,2
4456,Severe Storm(s),Creek (OTSA),OK,Southwest,2
4457,Severe Storm(s),Grafton (County),NH,Northeast,2
4459,Flood,St. Croix Indian Reservation,WI,Midwest,2
4458,Hurricane,East Feliciana (Parish),LA,Southeast,2
4460,Flood,Washington (County),AR,Southeast,2
4462,Flood,East Carroll (Parish),LA,Southeast,2
4461,Flood,Carroll (County),IL,Midwest,2
4463,Flood,Brule (County),SD,Midwest,2
4464,Hurricane,Horry (County),SC,Southeast,2
4465,Hurricane,Carteret (County),NC,Southeast,2
4466,Flood,San Jacinto (County),TX,Southwest,2
4467,Severe Storm(s),Butte (County),SD,Midwest,2
4468,Hurricane,Broward (County),FL,Southeast,2
4469,Severe Storm(s),Kingsbury (County),SD,Midwest,2
4470,Severe Storm(s),Jasper (County),MS,Southeast,2
4471,Severe Storm(s),Houston (County),TN,Southeast,2
4472,Severe Storm(s),Jefferson (County),NY,Northeast,1
4474,Severe Storm(s),Essex (County),VT,Northeast,2
4475,Flood,LaMoure (County),ND,Midwest,2
4476,Tornado,Davidson (County),TN,Southeast,3
4477,Flood,Kenosha (County),WI,Midwest,2
4478,Severe Storm(s),Chickasaw (County),MS,Southeast,2
4479,Severe Storm(s),Bamberg (County),SC,Southeast,2
4519,Flood,Umatilla (County),OR,West,3
4536,Severe Storm(s),Bolivar (County),MS,Southeast,2
4539,Flood,Lewis (County),WA,West,2
4538,Severe Storm(s),Issaquena (County),MS,Southeast,2
4541,Severe Storm(s),Scott (County),TN,Southeast,2
4540,Severe Storm(s),Hickman (County),KY,Southeast,2
4542,Severe Storm(s),Barnwell (County),SC,Southeast,3
4543,Severe Storm(s),Gaston (County),NC,Southeast,2
4544,Tornado,Craighead (County),AR,Southeast,2
4546,Severe Storm(s),Blount (County),AL,Southeast,2
4553,Flood,Nelson (County),ND,Midwest,2
4552,Severe Storm(s),Laclede (County),MO,Midwest,2
4551,Severe Storm(s),Amite (County),MS,Southeast,2
4550,Severe Storm(s),Davidson (County),TN,Southeast,2
4549,Severe Storm(s),Kauai (County),HI,West,2
4548,Earthquake,Davis (County),UT,West,2
4556,Tornado,Desha (County),AR,Southeast,2
4555,Severe Storm(s),Etowah (County),AL,Southeast,2
4554,Severe Storm(s),Tallapoosa (County),AL,Southeast,2
4557,Severe Storm(s),Muscatine (County),IA,Midwest,2
4558,Fire,Tuolumne (County),CA,West,2
4559,Hurricane,Claiborne (Parish),LA,Southeast,2
4561,Severe Storm(s),Sac and Fox Tribe of the Mississippi in Iowa,IA,Midwest,2
4562,Fire,Klamath (County),OR,West,3
4563,Hurricane,Crenshaw (County),AL,Southeast,2
4564,Hurricane,Calhoun (County),FL,Southeast,2
