disaster_number,state,incident_type,declaration_title,incident_begin_date,incident_end_date,designated_area,incident_month,incident_duration,incident_begin_year,region,season,season_number,programs_declared,region_number
1314,LA,Snow,Severe Winter Storm,2000-01-27,2000-01-30,Claiborne (Parish),1,3,2000,Southeast,Winter,4,2,2
1316,AK,Severe Storm(s),Severe Winter Storms And Avalanches,1999-12-21,2000-02-23,Dillingham (Census Area),12,64,1999,West,Winter,4,2,4
1317,AL,Severe Storm(s),Severe Winter Storms,2000-01-22,2000-01-29,Jackson (County),1,7,2000,Southeast,Winter,4,1,2
1320,KY,Severe Storm(s),Severe Storms And Flooding,2000-02-18,2000-03-02,Greenup (County),2,13,2000,Southeast,Winter,4,3,2
1319,WV,Flood,"Flooding, Severe Storms, And Landslides",2000-02-18,2000-02-22,Doddridge (County),2,4,2000,Southeast,Winter,4,3,2
1318,VA,Severe Storm(s),Severe Winter Storms,2000-01-25,2000-01-30,Alleghany (County),1,5,2000,Southeast,Winter,4,2,2
1321,OH,Severe Storm(s),Severe Storms And Flooding,2000-02-18,2000-03-02,Meigs (County),2,13,2000,Midwest,Winter,4,2,3
1322,AL,Severe Storm(s),Severe Storms And Flooding,2000-03-10,2000-03-11,Tuscaloosa (County),3,1,2000,Southeast,Spring,1,2,2
1323,TX,Tornado,"Severe Storms, Tornadoes And Flooding",2000-03-28,2000-03-29,Tarrant (County),3,1,2000,Southwest,Spring,1,3,5
1324,MD,Severe Storm(s),Severe Winter Storm,2000-01-25,2000-01-30,Anne Arundel (County),1,5,2000,Northeast,Winter,4,2,1
1326,ME,Severe Storm(s),"Severe Storms, Flooding, And Ice Jams",2000-03-28,2000-04-26,Franklin (County),3,29,2000,Northeast,Spring,1,2,1
1327,KS,Severe Storm(s),Severe Storms And Tornadoes,2000-04-19,2000-04-20,Neosho (County),4,1,2000,Midwest,Spring,1,3,3
1328,MO,Flood,Severe Thunderstorms And Flash Flooding,2000-05-06,2000-05-07,St. Francois (County),5,1,2000,Midwest,Spring,1,2,3
1329,NM,Fire,Severe Forest Fire,2000-05-05,2000-06-09,Socorro (County),5,35,2000,Southwest,Spring,1,1,5
1330,SD,Severe Storm(s),"Severe Winter Storm, Flooding, Landslides And Mudslides",2000-04-18,2000-04-20,Oglala Lakota (County),4,2,2000,Midwest,Spring,1,2,3
1331,TN,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2000-05-23,2000-05-31,Perry (County),5,8,2000,Southeast,Spring,1,2,2
1332,WI,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2000-05-26,2000-07-19,Barron (County),5,54,2000,Midwest,Spring,1,1,3
1334,ND,Severe Storm(s),"Severe Storms, Flooding And Ground Saturation",2000-04-05,2000-08-12,Cavalier (County),4,129,2000,Midwest,Spring,1,1,3
1333,MN,Severe Storm(s),Severe Storms And Flooding,2000-05-17,2000-07-26,Faribault (County),5,70,2000,Midwest,Spring,1,2,3
1335,NY,Severe Storm(s),Severe Storms And Flooding,2000-05-03,2000-08-12,Cattaraugus (County),5,101,2000,Northeast,Spring,1,1,1
1336,VT,Severe Storm(s),Severe Storms And Flooding,2000-07-14,2000-07-18,Windham (County),7,4,2000,Northeast,Summer,2,2,1
1337,NJ,Severe Storm(s),"Severe Storms, Flooding And Mudslides",2000-08-12,2000-08-21,Sussex (County),8,9,2000,Northeast,Summer,2,3,1
1339,OH,Severe Storm(s),Severe Storms And Flooding,2000-07-29,2000-08-02,Lucas (County),7,4,2000,Midwest,Summer,2,2,3
1340,MT,Fire,Wildfires,2000-07-13,2000-09-25,Northern Cheyenne Indian Reservation,7,74,2000,West,Summer,2,1,4
1341,ID,Fire,Wildfires,2000-07-27,2000-09-26,Bingham (County),7,61,2000,West,Summer,2,1,4
1342,CA,Earthquake,Earthquake,2000-09-03,2000-09-03,Napa (County),9,1,2000,West,Autumn,3,2,4
1343,OH,Severe Storm(s),Severe Storms And Tornado,2000-09-20,2000-09-20,Greene (County),9,1,2000,Midwest,Autumn,3,3,3
1344,FL,Severe Storm(s),Tropical Storm Helene,2000-09-21,2000-10-04,Bay (County),9,13,2000,Southeast,Autumn,3,2,2
1345,FL,Severe Storm(s),Severe Storms And Flooding,2000-10-03,2000-10-11,Monroe (County),10,8,2000,Southeast,Autumn,3,2,2
1346,MI,Severe Storm(s),Severe Storms And Flooding,2000-09-10,2000-09-11,Wayne (County),9,1,2000,Midwest,Autumn,3,2,3
1347,AZ,Severe Storm(s),Severe Storms And Flooding,2000-10-21,2000-11-08,Statewide,10,18,2000,Southwest,Autumn,3,1,5
1348,HI,Severe Storm(s),Severe Storms And Flooding,2000-10-28,2000-11-02,Hawaii (County),10,5,2000,West,Autumn,3,2,4
1349,OK,Severe Storm(s),Severe Storms And Flooding,2000-10-21,2000-10-29,Carter (County),10,8,2000,Southwest,Autumn,3,2,5
1350,MT,Severe Storm(s),Severe Winter Storms,2000-10-31,2000-11-20,Roosevelt (County),10,20,2000,West,Autumn,3,2,4
1351,WY,Severe Storm(s),Severe Winter Storm,2000-10-31,2000-11-20,Crook (County),10,20,2000,West,Autumn,3,2,4
1352,AL,Severe Storm(s),Severe Storms And Tornadoes,2000-12-16,2000-12-22,Macon (County),12,6,2000,Southeast,Winter,4,2,2
1354,AR,Severe Ice Storm,Severe Winter Ice Storm,2000-12-12,2001-01-08,Calhoun (County),12,27,2000,Southeast,Winter,4,2,2
1353,ND,Tornado,Severe Winter Storms And Tornadoes,2000-11-01,2000-11-20,Cavalier (County),11,19,2000,Midwest,Autumn,3,2,3
1355,OK,Severe Ice Storm,Severe Winter Ice Storm,2000-12-25,2001-01-10,Custer (County),12,16,2000,Southwest,Winter,4,1,5
1356,TX,Severe Ice Storm,Severe Winter Ice Storm,2000-12-12,2001-01-15,Floyd (County),12,34,2000,Southwest,Winter,4,1,5
1357,LA,Severe Ice Storm,Severe Winter Ice Storm,2000-12-11,2001-01-03,Claiborne (Parish),12,23,2000,Southeast,Winter,4,2,2
1358,VT,Severe Storm(s),Severe Storms And Flooding,2000-12-16,2000-12-18,Bennington (County),12,2,2000,Northeast,Winter,4,2,1
1359,FL,Freezing,Severe Freeze,2000-12-01,2001-01-25,Citrus (County),12,55,2000,Southeast,Winter,4,1,2
1360,MS,Severe Storm(s),Severe Storms And Tornadoes,2001-02-16,2001-03-15,Coahoma (County),2,27,2001,Southeast,Winter,4,1,2
1361,WA,Earthquake,Earthquake,2001-02-28,2001-03-16,Kittitas (County),2,16,2001,West,Winter,4,1,4
1362,AL,Severe Storm(s),Severe Storms And Flooding,2001-02-16,2001-02-17,Walker (County),2,1,2001,Southeast,Winter,4,2,2
1363,AR,Severe Storm(s),Severe Storms And Flooding,2001-02-14,2001-03-21,Cleveland (County),2,35,2001,Southeast,Winter,4,1,2
1364,MA,Severe Storm(s),Severe Storms And Flooding,2001-03-05,2001-04-16,"Norfolk (County)(in PMSA 1120,1200,6060)",3,42,2001,Northeast,Spring,1,1,1
1365,MS,Severe Storm(s),Severe Storms And Flooding,2001-04-03,2001-04-05,Holmes (County),4,2,2001,Southeast,Spring,1,3,2
1366,KS,Severe Storm(s),"Severe Storms, Hail, Flooding And Tornadoes",2001-04-21,2001-05-01,Barton (County),4,10,2001,Midwest,Spring,1,3,3
1367,IA,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",2001-04-08,2001-05-29,Sac (County),4,51,2001,Midwest,Spring,1,2,3
1368,IL,Flood,Flooding,2001-04-18,2001-05-29,Adams (County),4,41,2001,Midwest,Spring,1,3,3
1369,WI,Flood,"Flooding, Severe Storms And Tornadoes",2001-04-10,2001-07-06,Waupaca (County),4,87,2001,Midwest,Spring,1,1,3
1373,NE,Severe Storm(s),"Severe Winter Storms, Flooding And Tornadoes",2001-04-10,2001-04-23,Blaine (County),4,13,2001,Midwest,Spring,1,2,3
1370,MN,Flood,"Severe Winter Storms, Flooding, And Tornadoes",2001-03-23,2001-07-03,Isanti (County),3,102,2001,Midwest,Spring,1,1,3
1371,ME,Severe Storm(s),Severe Winter Storms And Flooding,2001-03-05,2001-03-31,Oxford (County),3,26,2001,Northeast,Spring,1,2,1
1375,SD,Flood,"Severe Winter Storms, Flooding, And Ice Jams",2001-03-01,2001-04-30,Gregory (County),3,60,2001,Midwest,Spring,1,1,3
1374,CO,Severe Storm(s),Severe Winter Storms,2001-04-11,2001-04-22,Yuma (County),4,11,2001,West,Spring,1,2,4
1376,ND,Flood,"Severe Storms, Flooding, & Ground Saturation",2001-03-01,2001-08-09,Mountrail (County),3,161,2001,Midwest,Spring,1,1,3
1377,MT,Severe Storm(s),Severe Winter Storms,2001-04-08,2001-04-09,Crow Indian Reservation,4,1,2001,West,Spring,1,2,4
1378,WV,Severe Storm(s),"Severe Storms, Flooding And Landslides",2001-05-15,2001-09-04,Roane (County),5,112,2001,Southeast,Spring,1,1,2
1379,TX,Coastal Storm,Tx-Tropical Storm Allison-06-06-2001,2001-06-05,2001-06-20,Jasper (County),6,15,2001,Southwest,Summer,2,3,5
1380,LA,Coastal Storm,Tropical Storm Allison,2001-06-05,2001-06-22,Beauregard (Parish),6,17,2001,Southeast,Summer,2,2,2
1381,FL,Severe Storm(s),Tropical Storm Allison,2001-06-11,2001-06-15,Jefferson (County),6,4,2001,Southeast,Summer,2,3,2
1382,MS,Severe Storm(s),Tropical Storm Allison,2001-06-06,2001-06-13,George (County),6,7,2001,Southeast,Summer,2,2,2
1383,PA,Severe Storm(s),Tropical Storm Allison,2001-06-15,2001-06-23,Montgomery (County),6,8,2001,Northeast,Summer,2,3,1
1384,OK,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2001-05-27,2001-05-30,Oklahoma (County),5,3,2001,Southwest,Spring,1,1,5
1385,MT,Severe Storm(s),Severe Winter Storms,2001-06-03,2001-06-14,Missoula (County),6,11,2001,West,Summer,2,2,4
1386,VA,Severe Storm(s),Severe Storms And Flooding,2001-07-08,2001-08-27,Buchanan (County),7,50,2001,Southeast,Summer,2,3,2
1388,KY,Severe Storm(s),Severe Storms And Flooding,2001-07-27,2001-08-21,Estill (County),7,25,2001,Southeast,Summer,2,1,2
1387,TN,Severe Storm(s),Severe Storms And Flooding,2001-07-27,2001-08-22,Unicoi (County),7,26,2001,Southeast,Summer,2,3,2
1390,OH,Severe Storm(s),Severe Storms And Flooding,2001-07-17,2001-07-18,Clermont (County),7,1,2001,Midwest,Summer,2,2,3
1391,NY,Fire,Fires And Explosions,2001-09-11,2001-09-11,Cayuga (County),9,1,2001,Northeast,Autumn,3,1,1
1393,FL,Coastal Storm,"Severe Storms, Tornadoes And Flooding Associated With Tropical Storm Gabrielle",2001-09-13,2001-09-21,Putnam (County),9,8,2001,Southeast,Autumn,3,1,2
1394,NE,Severe Storm(s),Severe Storms And A Tornado,2001-08-17,2001-08-18,Dakota (County),8,1,2001,Midwest,Summer,2,2,3
1395,OK,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2001-10-09,2001-10-10,Washita (County),10,1,2001,Southwest,Autumn,3,3,5
1399,AL,Severe Storm(s),Severe Storms And Tornadoes,2001-11-24,2001-11-25,Lawrence (County),11,1,2001,Southeast,Autumn,3,2,2
1398,MS,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",2001-11-24,2001-12-17,DeSoto (County),11,23,2001,Southeast,Autumn,3,2,2
1400,AR,Severe Storm(s),Severe Storms And Flooding,2001-12-15,2002-01-30,Clay (County),12,46,2001,Southeast,Winter,4,2,2
1401,OK,Severe Ice Storm,Severe Winter Ice Storm,2002-01-30,2002-02-11,Comanche (County),1,12,2002,Southwest,Winter,4,1,5
1403,MO,Severe Ice Storm,Severe Winter Ice Storm,2002-01-29,2002-02-13,Ralls (County),1,15,2002,Midwest,Winter,4,2,3
1402,KS,Severe Ice Storm,Severe Winter Ice Storm,2002-01-29,2002-02-15,Kiowa (County),1,17,2002,Midwest,Winter,4,1,3
1404,NY,Snow,Severe Winter Storm,2001-12-24,2001-12-29,Erie (County),12,5,2001,Northeast,Winter,4,2,1
1405,OR,Severe Storm(s),Severe Winter Storm With High Winds,2002-02-07,2002-02-08,Coos (County),2,1,2002,West,Winter,4,2,4
1406,VA,Severe Storm(s),Severe Storms And Flooding,2002-03-17,2002-03-20,Wise (County),3,3,2002,Southeast,Spring,1,3,2
1407,KY,Severe Storm(s),Severe Storms And Flooding,2002-03-17,2002-03-21,Lewis (County),3,4,2002,Southeast,Spring,1,1,2
1408,TN,Severe Storm(s),Severe Storms And Flooding,2002-01-23,2002-03-20,Clay (County),1,56,2002,Southeast,Winter,4,1,2
1409,MD,Tornado,Tornado,2002-04-28,2002-04-28,Dorchester (County),4,1,2002,Northeast,Spring,1,2,1
1411,VA,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2002-04-28,2002-05-03,Bedford (County),4,5,2002,Southeast,Spring,1,1,2
1410,WV,Severe Storm(s),"Severe Storms, Flooding And Landslides",2002-05-02,2002-05-20,Raleigh (County),5,18,2002,Southeast,Spring,1,2,2
1413,MI,Flood,Flooding,2002-04-10,2002-05-09,Gogebic (County),4,29,2002,Midwest,Spring,1,2,3
1412,MO,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",2002-04-24,2002-06-10,Macon (County),4,47,2002,Midwest,Spring,1,1,3
1414,KY,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",2002-04-27,2002-05-10,Magoffin (County),4,13,2002,Southeast,Spring,1,1,2
1415,NY,Earthquake,Earthquake,2002-04-20,2002-04-20,Hamilton (County),4,1,2002,Northeast,Spring,1,2,1
1416,IL,Tornado,"Severe Storms, Tornadoes And Flooding",2002-04-21,2002-05-23,Edwards (County),4,32,2002,Midwest,Spring,1,1,3
1418,IN,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",2002-04-28,2002-06-07,Franklin (County),4,40,2002,Midwest,Spring,1,2,3
1419,MN,Severe Storm(s),"Severe Storms, Flooding And Tornadoes",2002-06-09,2002-06-28,Hubbard (County),6,19,2002,Midwest,Summer,2,2,3
1421,CO,Fire,Wildfires,2002-04-23,2002-08-06,Adams (County),4,105,2002,West,Spring,1,2,4
1420,IA,Flood,Severe Storms And Flooding,2002-06-03,2002-06-25,Des Moines (County),6,22,2002,Midwest,Summer,2,2,3
1422,AZ,Fire,Wildfires,2002-06-18,2002-07-07,Gila (County),6,19,2002,Southwest,Summer,2,1,5
1423,AK,Flood,Flooding,2002-04-27,2002-05-30,Red Devil (ANV/ANVSA),4,33,2002,West,Spring,1,3,4
1424,MT,Severe Storm(s),Severe Storms And Flooding,2002-06-08,2002-06-21,Liberty (County),6,13,2002,West,Summer,2,2,4
1425,TX,Flood,Severe Storms And Flooding,2002-06-29,2002-07-31,Nueces (County),6,32,2002,Southwest,Summer,2,2,5
1428,VT,Severe Storm(s),Severe Storms And Flooding,2002-06-05,2002-06-13,Caledonia (County),6,8,2002,Northeast,Summer,2,3,1
1429,WI,Severe Storm(s),Severe Storms And Flooding,2002-06-21,2002-06-25,Wood (County),6,4,2002,Midwest,Summer,2,2,3
1432,WI,Tornado,"Severe Storms, Tornadoes And Flooding",2002-09-02,2002-09-06,Lincoln (County),9,4,2002,Midwest,Autumn,3,2,3
1431,ND,Severe Storm(s),"Severe Storms, Flooding And Tornadoes",2002-06-08,2002-08-11,Grand Forks (County),6,64,2002,Midwest,Summer,2,2,3
1433,IN,Severe Storm(s),Severe Storms And Tornadoes,2002-09-20,2002-09-20,Decatur (County),9,1,2002,Midwest,Autumn,3,2,3
1434,TX,Coastal Storm,Tropical Storm Fay,2002-09-06,2002-09-30,Galveston (County),9,24,2002,Southwest,Autumn,3,2,5
1435,LA,Hurricane,Tropical Storm Isidore,2002-09-21,2002-10-01,East Baton Rouge (Parish),9,10,2002,Southeast,Autumn,3,2,2
1436,MS,Hurricane,Tropical Storm Isidore,2002-09-23,2002-10-06,Stone (County),9,13,2002,Southeast,Autumn,3,1,2
1437,LA,Hurricane,Hurricane Lili,2002-10-01,2002-10-16,Catahoula (Parish),10,15,2002,Southeast,Autumn,3,1,2
1438,AL,Hurricane,Tropical Storm Isidore,2002-09-23,2002-10-01,Baldwin (County),9,8,2002,Southeast,Autumn,3,2,2
1439,TX,Severe Storm(s),"Severe Storms, Tornadoes And Flooding",2002-10-24,2002-11-15,Kleberg (County),10,22,2002,Southwest,Autumn,3,2,5
1440,AK,Earthquake,Earthquake,2002-11-03,2002-11-10,Fairbanks North Star (Borough),11,7,2002,West,Autumn,3,4,4
1441,TN,Severe Storm(s),Severe Storms And Tornados,2002-11-09,2002-11-12,Madison (County),11,3,2002,Southeast,Autumn,3,4,2
1442,AL,Severe Storm(s),Severe Storms And Tornadoes,2002-11-05,2002-11-12,Morgan (County),11,7,2002,Southeast,Autumn,3,3,2
1443,MS,Severe Storm(s),Severe Storms And Tornadoes,2002-11-10,2002-11-11,Noxubee (County),11,1,2002,Southeast,Autumn,3,3,2
1444,OH,Severe Storm(s),Severe Storms And Tornadoes,2002-11-10,2002-11-10,Putnam (County),11,1,2002,Midwest,Autumn,3,3,3
1445,AK,Severe Storm(s),"Severe Winter Storms, Flooding, Coastal Erosion And Tidal Surge",2002-10-23,2002-12-20,Kenai Peninsula (Borough),10,58,2002,West,Autumn,3,4,4
1448,NC,Severe Ice Storm,Severe Ice Storm,2002-12-04,2002-12-06,Catawba (County),12,2,2002,Southeast,Winter,4,2,2
1450,AR,Severe Ice Storm,Severe Ice Storm,2002-12-03,2002-12-04,Stone (County),12,1,2002,Southeast,Winter,4,1,2
1451,SC,Severe Ice Storm,Severe Ice Storm,2002-12-04,2002-12-06,Laurens (County),12,2,2002,Southeast,Winter,4,2,2
1452,OK,Severe Ice Storm,Severe Ice Storm,2002-12-03,2002-12-04,Canadian (County),12,1,2002,Southwest,Winter,4,2,5
1455,WV,Severe Storm(s),"Severe Winter Storm, Record/Near Record Snow, Heavy Rains, Flooding And Landslides",2003-02-16,2003-03-28,Hancock (County),2,40,2003,Southeast,Winter,4,1,2
1454,KY,Severe Storm(s),"Severe Winter Ice And Snow Storms, Heavy Rain, Flooding, Tornadoes, And Mud And",2003-02-15,2003-02-26,Bracken (County),2,11,2003,Southeast,Winter,4,2,2
1453,OH,Severe Storm(s),Severe Winter Storm And Record/Near Record Snow,2003-02-14,2003-03-18,Belmont (County),2,32,2003,Midwest,Winter,4,1,3
1456,TN,Severe Storm(s),Severe Storms And Flooding,2003-02-14,2003-02-26,Bledsoe (County),2,12,2003,Southeast,Winter,4,2,2
1458,VA,Severe Storm(s),"Severe Winter Storm, Record/Near Record Snowfall, Heavy Rain,Floodind, And Mudslide",2003-02-15,2003-02-28,Clarke (County),2,13,2003,Southeast,Winter,4,2,2
1457,NC,Severe Ice Storm,Ice Storm,2003-02-27,2003-02-28,Guilford (County),2,1,2003,Southeast,Winter,4,2,2
1459,MS,Severe Storm(s),"Severe Storms, Tornadoes, Floods",2003-04-06,2003-04-25,Attala (County),4,19,2003,Southeast,Spring,1,3,2
1460,FL,Severe Storm(s),Severe Storms And Tornadoes,2003-03-27,2003-03-27,Miami-Dade (County),3,1,2003,Southeast,Spring,1,3,2
1461,AK,Severe Storm(s),"Severe Winter Storm, Including High Winds And Freezing Temperatures",2003-03-06,2003-03-14,Anchorage (Borough),3,8,2003,West,Spring,1,4,4
1463,MO,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2003-05-04,2003-05-30,Oregon (County),5,26,2003,Midwest,Spring,1,2,3
1462,KS,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2003-05-04,2003-05-30,Allen (County),5,26,2003,Midwest,Spring,1,4,3
1464,TN,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2003-05-04,2003-05-30,Anderson (County),5,26,2003,Southeast,Spring,1,3,2
1465,OK,Severe Storm(s),Severe Storms And Tornadoes,2003-05-08,2003-05-30,Kay (County),5,22,2003,Southwest,Spring,1,3,5
1467,NY,Severe Ice Storm,Ice Storm,2003-04-03,2003-04-05,Yates (County),4,2,2003,Northeast,Spring,1,2,1
1466,AL,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2003-05-05,2003-05-30,Cullman (County),5,25,2003,Southeast,Spring,1,3,2
1468,ME,Freezing,Severe Winter Cold And Frost,2002-12-17,2003-06-01,Aroostook (County),12,166,2002,Northeast,Winter,4,2,1
1469,IL,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2003-05-06,2003-05-11,Schuyler (County),5,5,2003,Midwest,Spring,1,3,3
1470,MS,Severe Storm(s),"Severe Storms, Tornadoes And High Winds",2003-05-05,2003-05-08,Calhoun (County),5,3,2003,Southeast,Spring,1,3,2
1471,KY,Severe Storm(s),"Severe Storms, Flooding, Mud And Rock Slides, And Tornadoes",2003-05-04,2003-05-27,Boyle (County),5,23,2003,Southeast,Spring,1,3,2
1472,AR,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2003-05-02,2003-06-10,Fulton (County),5,39,2003,Southeast,Spring,1,2,2
1474,WV,Severe Storm(s),"Severe Storms, Flooding, And Landslides",2003-06-11,2003-07-15,Kanawha (County),6,34,2003,Southeast,Summer,2,4,2
1475,KY,Severe Storm(s),"Severe Storms, Flooding, Mud And Rock Slides, And Tornadoes",2003-06-14,2003-06-27,Letcher (County),6,13,2003,Southeast,Summer,2,3,2
1476,IN,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2003-07-04,2003-08-06,Lake (County),7,33,2003,Midwest,Summer,2,3,3
1477,AZ,Fire,Aspen Fire,2003-06-17,2003-07-15,Pima (County),6,28,2003,Southwest,Summer,2,2,5
1478,OH,Severe Storm(s),Severe Storms And Flooding,2003-07-04,2003-07-11,Pike (County),7,7,2003,Midwest,Summer,2,3,3
1479,TX,Hurricane,Hurricane Claudette,2003-07-15,2003-07-28,Frio (County),7,13,2003,Southwest,Summer,2,4,5
1480,NE,Severe Storm(s),Severe Storms And Tornadoes,2003-06-09,2003-07-14,Douglas (County),6,35,2003,Midwest,Summer,2,2,3
1481,FL,Severe Storm(s),Severe Storms And Flooding,2003-06-13,2003-08-22,Sarasota (County),6,70,2003,Southeast,Summer,2,2,2
1482,TN,Severe Storm(s),"Severe Storms, High Winds, And Heavy Rain",2003-07-21,2003-07-22,Shelby (County),7,1,2003,Southeast,Summer,2,4,2
1484,OH,Tornado,"Tornadoes, Flooding, Severe Storms, And High Winds",2003-07-21,2003-08-25,Vinton (County),7,35,2003,Midwest,Summer,2,2,3
1483,ND,Severe Storm(s),Severe Storms And High Winds,2003-06-24,2003-06-25,Barnes (County),6,1,2003,Midwest,Summer,2,2,3
1485,PA,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2003-07-21,2003-09-12,McKean (County),7,53,2003,Northeast,Summer,2,3,1
1486,NY,Severe Storm(s),"Severe Storms, Flooding, And Tornadoes",2003-07-21,2003-08-13,Rensselaer (County),7,23,2003,Northeast,Summer,2,3,1
1487,IN,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2003-08-26,2003-09-15,Jay (County),8,20,2003,Midwest,Summer,2,3,3
1489,NH,Severe Storm(s),Severe Storms And Flooding,2003-07-21,2003-08-18,Sullivan (County),7,28,2003,Northeast,Summer,2,2,1
1488,VT,Severe Storm(s),Severe Storms And Flooding,2003-07-21,2003-08-18,Bennington (County),7,28,2003,Northeast,Summer,2,2,1
1491,VA,Hurricane,Hurricane Isabel,2003-09-18,2003-10-01,Arlington (County),9,13,2003,Southeast,Autumn,3,4,2
1490,NC,Hurricane,Hurricane Isabel,2003-09-18,2003-09-26,Camden (County),9,8,2003,Southeast,Autumn,3,4,2
1492,MD,Hurricane,Hurricane Isabel,2003-09-18,2003-09-29,Montgomery (County),9,11,2003,Northeast,Autumn,3,4,1
1494,DE,Hurricane,Hurricane Isabel,2003-09-18,2003-09-29,New Castle (County),9,11,2003,Northeast,Autumn,3,4,1
1496,WV,Hurricane,Hurricane Isabel,2003-09-18,2003-09-30,Randolph (County),9,12,2003,Southeast,Autumn,3,2,2
1495,DE,Hurricane,Tropical Storm Henri,2003-09-15,2003-09-15,New Castle (County),9,1,2003,Northeast,Autumn,3,4,1
1497,PA,Severe Storm(s),Tropical Storms Henri And Isabel And Related Severe Storms And Flooding,2003-09-15,2003-09-23,Chester (County),9,8,2003,Northeast,Autumn,3,3,1
1498,CA,Fire,"Wildfires, Flooding, Mudflow And Debris Flow Directly Related T",2003-10-21,2004-03-31,Los Angeles (County),10,162,2003,West,Autumn,3,4,4
1499,WA,Severe Storm(s),Severe Storms And Flooding,2003-10-15,2003-10-23,Okanogan (County),10,8,2003,West,Autumn,3,3,4
1500,WV,Severe Storm(s),"Severe Storms, Flooding, And Landslides",2003-11-11,2003-11-30,Kanawha (County),11,19,2003,Southeast,Autumn,3,4,2
1502,VA,Severe Storm(s),Severe Storms And Flooding,2003-11-18,2003-11-19,Giles (County),11,1,2003,Southeast,Autumn,3,3,2
1505,CA,Earthquake,Earthquake,2003-12-22,2004-02-06,Santa Barbara (County),12,46,2003,West,Winter,4,2,4
1507,OH,Severe Storm(s),"Severe Storms, Flooding, Mudslides, And Landslides",2004-01-03,2004-01-30,Perry (County),1,27,2004,Midwest,Winter,4,2,3
