disaster_number,state,incident_type,declaration_title,incident_begin_date,incident_end_date,designated_area,incident_month,incident_duration,incident_begin_year,region,season,season_number,programs_declared,region_number
4098,OH,Hurricane,Severe Storms And Flooding Due To The Remnants Of Hurricane Sandy,2012-10-29,2012-10-30,Cuyahoga (County),10,1,2012,Midwest,Autumn,3,2,3
4099,PA,Hurricane,Hurricane Sandy,2012-10-26,2012-11-08,Cameron (County),10,13,2012,Northeast,Autumn,3,2,1
4100,AR,Severe Ice Storm,Severe Winter Storm,2012-12-25,2012-12-26,Hot Spring (County),12,1,2012,Southeast,Winter,4,2,2
4101,MS,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2013-02-10,2013-02-22,Jefferson Davis (County),2,12,2013,Southeast,Winter,4,2,2
4102,LA,Severe Storm(s),Severe Storms And Flooding,2013-01-08,2013-01-17,Concordia (Parish),1,9,2013,Southeast,Winter,4,2,2
4103,NC,Mud/Landslide,"Severe Storms, Flooding, Landslides, And Mudslides",2013-01-14,2013-01-17,Eastern Band of Cherokee Indians of North Carolina,1,3,2013,Southeast,Winter,4,2,2
4104,AZ,Freezing,Severe Freeze,2012-12-15,2013-01-21,Navajo Nation Reservation (Also NM and UT),12,37,2012,Southwest,Winter,4,2,5
4105,NH,Severe Storm(s),Severe Winter Storm And Snowstorm,2013-02-08,2013-02-10,Belknap (County),2,2,2013,Northeast,Winter,4,2,1
4106,CT,Severe Storm(s),Severe Winter Storm And Snowstorm,2013-02-08,2013-02-11,"Hartford (County)(in PMSA 1170,3280,5440)",2,3,2013,Northeast,Winter,4,2,1
4107,RI,Severe Storm(s),Severe Winter Storm And Snowstorm,2013-02-08,2013-02-09,Bristol (County),2,1,2013,Northeast,Winter,4,2,1
4108,ME,Severe Storm(s),"Severe Winter Storm, Snowstorm, And Flooding",2013-02-08,2013-02-09,Cumberland (County),2,1,2013,Northeast,Winter,4,2,1
4109,OK,Severe Storm(s),Severe Winter Storm And Snowstorm,2013-02-24,2013-02-26,Woods (County),2,2,2013,Southwest,Winter,4,2,5
4110,MA,Severe Storm(s),"Severe Winter Storm, Snowstorm, And Flooding",2013-02-08,2013-02-09,Suffolk (County),2,1,2013,Northeast,Winter,4,2,1
4111,NY,Severe Storm(s),Severe Winter Storm And Snowstorm,2013-02-08,2013-02-09,Suffolk (County),2,1,2013,Northeast,Winter,4,2,1
4112,KS,Snow,Snowstorm,2013-02-20,2013-02-23,Barton (County),2,3,2013,Midwest,Winter,4,2,3
4113,MN,Severe Storm(s),Severe Winter Storm,2013-04-09,2013-04-11,Cottonwood (County),4,2,2013,Midwest,Spring,1,2,3
4114,IA,Severe Storm(s),Severe Winter Storm,2013-04-09,2013-04-11,Lyon (County),4,2,2013,Midwest,Spring,1,2,3
4116,IL,Flood,"Severe Storms, Straight-Line Winds, And Flooding",2013-04-16,2013-05-05,Carroll (County),4,19,2013,Midwest,Spring,1,2,3
4115,SD,Severe Storm(s),Severe Winter Storm And Snowstorm,2013-04-08,2013-04-10,Oglala Sioux Tribe of the Pine Ridge Reservation,4,2,2013,Midwest,Spring,1,2,3
4117,OK,Tornado,"Severe Storms, Tornadoes, And Flooding",2013-05-18,2013-06-02,Ottawa (County),5,15,2013,Southwest,Spring,1,2,5
4118,ND,Flood,Flooding,2013-04-22,2013-05-16,Cavalier (County),4,24,2013,Midwest,Spring,1,2,3
4119,IA,Flood,"Severe Storms, Straight-Line Winds, And Flooding",2013-04-17,2013-04-30,Jefferson (County),4,13,2013,Midwest,Spring,1,2,3
4120,VT,Flood,Severe Storms And Flooding,2013-05-22,2013-05-26,Chittenden (County),5,4,2013,Northeast,Spring,1,2,1
4121,MI,Flood,Flooding,2013-04-16,2013-05-14,Baraga (County),4,28,2013,Midwest,Spring,1,2,3
4124,AR,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2013-05-30,2013-06-03,Cross (County),5,4,2013,Southeast,Spring,1,2,2
4123,ND,Flood,Severe Storms And Flooding,2013-05-25,2013-06-01,Standing Rock Sioux Tribe of North & South Dakota,5,7,2013,Midwest,Spring,1,2,3
4122,AK,Flood,Flooding,2013-05-17,2013-06-11,Copper River Regional Educational Attendance Area,5,25,2013,West,Spring,1,2,4
4125,SD,Severe Storm(s),"Severe Storms, Tornado, And Flooding",2013-05-24,2013-05-31,Corson (County),5,7,2013,Midwest,Spring,1,2,3
4126,IA,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2013-05-19,2013-06-14,Cherokee (County),5,26,2013,Midwest,Spring,1,2,3
4127,MT,Flood,Flooding,2013-05-19,2013-06-03,Rocky Boy's Indian Reservation,5,15,2013,West,Spring,1,2,4
4129,NY,Flood,Severe Storms And Flooding,2013-06-26,2013-07-10,Chenango (County),6,14,2013,Northeast,Summer,2,2,1
4128,ND,Severe Storm(s),Severe Storms And Flooding,2013-05-17,2013-06-16,Turtle Mountain Indian Reservation,5,30,2013,Midwest,Spring,1,2,3
4130,MO,Severe Storm(s),"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",2013-05-29,2013-06-10,Lewis (County),5,12,2013,Midwest,Spring,1,2,3
4131,MN,Severe Storm(s),"Severe Storms, Straight-Line Winds, And Flooding",2013-06-20,2013-06-26,Hennepin (County),6,6,2013,Midwest,Summer,2,2,3
4132,WV,Flood,Severe Storms And Flooding,2013-06-13,2013-06-13,Roane (County),6,1,2013,Southeast,Summer,2,2,2
4134,CO,Fire,Black Forest Wildfire,2013-06-11,2013-06-21,El Paso (County),6,10,2013,West,Summer,2,3,4
4133,CO,Fire,Royal Gorge Fire,2013-06-11,2013-06-16,Fremont (County),6,5,2013,West,Summer,2,3,4
4135,IA,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2013-06-21,2013-06-28,Delaware (County),6,7,2013,Midwest,Summer,2,2,3
4138,FL,Severe Storm(s),Severe Storms And Flooding,2013-07-02,2013-07-07,Holmes (County),7,5,2013,Southeast,Summer,2,2,2
4139,NH,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2013-06-26,2013-07-03,Grafton (County),6,7,2013,Northeast,Summer,2,2,1
4137,SD,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2013-06-19,2013-06-29,Hamlin (County),6,10,2013,Midwest,Summer,2,2,3
4140,VT,Flood,Severe Storms And Flooding,2013-06-25,2013-07-11,Chittenden (County),6,16,2013,Northeast,Summer,2,2,1
4141,WI,Severe Storm(s),"Severe Storms, Flooding, And Mudslides",2013-06-20,2013-06-28,Bayfield (County),6,8,2013,Midwest,Summer,2,2,3
4142,CA,Fire,Wildfire,2013-07-29,2013-08-01,Karuk Reservation,7,3,2013,West,Summer,2,2,4
4143,AR,Severe Storm(s),Severe Storms And Flooding,2013-08-08,2013-08-14,Boone (County),8,6,2013,Southeast,Summer,2,2,2
4144,MO,Severe Storm(s),"Severe Storms, Straight-Line Winds And Flooding",2013-08-02,2013-08-14,Dade (County),8,12,2013,Midwest,Summer,2,2,3
4145,CO,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",2013-09-11,2013-09-30,Lake (County),9,19,2013,West,Autumn,3,2,4
4146,NC,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",2013-07-03,2013-07-13,Mitchell (County),7,10,2013,Southeast,Summer,2,2,2
4147,NM,Severe Storm(s),Severe Storms And Flooding,2013-07-19,2013-07-21,Santa Clara Pueblo (Indian Reservation),7,2,2013,Southwest,Summer,2,2,5
4148,NM,Severe Storm(s),Severe Storms And Flooding,2013-07-23,2013-07-28,Colfax (County),7,5,2013,Southwest,Summer,2,2,5
4149,PA,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2013-06-26,2013-07-11,Fayette (County),6,15,2013,Northeast,Summer,2,2,1
4150,KS,Severe Storm(s),"Severe Storms, Straight-Line Winds, Tornadoes, And Flooding",2013-07-22,2013-08-16,McPherson (County),7,25,2013,Midwest,Summer,2,2,3
4151,NM,Severe Storm(s),Severe Storms And Flooding,2013-09-13,2013-09-16,Santa Clara Pueblo (Indian Reservation),9,3,2013,Southwest,Autumn,3,2,5
4152,NM,Flood,"Severe Storms, Flooding, And Mudslides",2013-09-09,2013-09-22,Navajo Nation Reservation (Also  AZ and UT),9,13,2013,Southwest,Autumn,3,2,5
4153,NC,Flood,"Severe Storms, Flooding, Landslides, Mudslides",2013-07-27,2013-07-27,Avery (County),7,1,2013,Southeast,Summer,2,2,2
4154,ND,Severe Storm(s),Severe Winter Storm,2013-10-04,2013-10-05,Grant (County),10,1,2013,Midwest,Autumn,3,2,3
4155,SD,Severe Storm(s),"Severe Winter Storm, Snowstorm, And Flooding",2013-10-03,2013-10-16,Custer (County),10,13,2013,Midwest,Autumn,3,3,3
4157,IL,Tornado,"Severe Storms, Straight-Line Winds, And Tornadoes",2013-11-17,2013-11-17,Vermilion (County),11,1,2013,Midwest,Autumn,3,2,3
4156,NE,Severe Storm(s),"Severe Storms, Winter Storms, Tornadoes And Flooding",2013-10-02,2013-10-06,Greeley (County),10,4,2013,Midwest,Autumn,3,2,3
4158,CA,Fire,Rim Fire,2013-08-17,2013-10-24,Tuolumne (County),8,68,2013,West,Summer,2,2,4
4159,TX,Severe Storm(s),Severe Storms And Flooding,2013-10-30,2013-10-31,Freestone (County),10,1,2013,Southwest,Autumn,3,2,5
4160,AR,Severe Ice Storm,Severe Winter Storm,2013-12-05,2013-12-06,Fulton (County),12,1,2013,Southeast,Winter,4,2,2
4161,AK,Flood,Flooding,2013-10-27,2013-10-28,Kenai Peninsula (Borough),10,1,2013,West,Autumn,3,2,4
4162,AK,Severe Storm(s),"Severe Storms, Straight-Line Winds, And Flooding",2013-11-05,2013-11-14,Fairbanks North Star (Borough),11,9,2013,West,Autumn,3,2,4
4163,VT,Severe Ice Storm,Severe Winter Storms,2013-12-20,2013-12-26,Essex (County),12,6,2013,Northeast,Winter,4,2,1
4164,OK,Severe Storm(s),Severe Winter Storm,2013-12-05,2013-12-06,Choctaw (County),12,1,2013,Southwest,Winter,4,2,5
4165,GA,Severe Ice Storm,Severe Winter Storm,2014-02-10,2014-02-14,Carroll (County),2,4,2014,Southeast,Winter,4,2,2
4166,SC,Severe Ice Storm,Severe Winter Storm,2014-02-10,2014-02-14,Dorchester (County),2,4,2014,Southeast,Winter,4,2,2
4167,NC,Severe Ice Storm,Severe Winter Storm,2014-03-06,2014-03-07,Davidson (County),3,1,2014,Southeast,Spring,1,2,2
4168,WA,Mud/Landslide,Flooding And Mudslides,2014-03-22,2014-04-28,Tulalip Indian Reservation,3,37,2014,West,Spring,1,3,4
4169,OR,Severe Storm(s),Severe Winter Storm,2014-02-06,2014-02-10,Lincoln (County),2,4,2014,West,Winter,4,2,4
4170,MD,Severe Storm(s),Snowstorm,2014-02-12,2014-02-13,Howard (County),2,1,2014,Northeast,Winter,4,2,1
4171,TN,Severe Ice Storm,Severe Winter Storm,2014-03-02,2014-03-04,Shelby (County),3,2,2014,Southeast,Spring,1,2,2
4172,MT,Flood,Ice Jams And Flooding,2014-03-01,2014-03-16,Jefferson (County),3,15,2014,West,Spring,1,2,4
4173,IN,Severe Storm(s),Severe Winter Storm And Snowstorm,2014-01-05,2014-01-09,Johnson (County),1,4,2014,Midwest,Winter,4,2,3
4174,AR,Severe Storm(s),"Severe Storms,Tornadoes, And Flooding",2014-04-27,2014-04-27,Izard (County),4,1,2014,Southeast,Spring,1,2,2
4175,MS,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",2014-04-28,2014-05-03,Leake (County),4,5,2014,Southeast,Spring,1,3,2
4176,AL,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-04-28,2014-05-05,Houston (County),4,7,2014,Southeast,Spring,1,2,2
4177,FL,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-04-28,2014-05-06,Santa Rosa (County),4,8,2014,Southeast,Spring,1,3,2
4178,VT,Flood,Severe Storms And Flooding,2014-04-15,2014-04-18,Franklin (County),4,3,2014,Northeast,Spring,1,2,1
4179,NE,Tornado,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-05-11,2014-05-12,Fillmore (County),5,1,2014,Midwest,Spring,1,2,3
4180,NY,Severe Storm(s),Severe Storms And Flooding,2014-05-13,2014-05-22,Otsego (County),5,9,2014,Northeast,Spring,1,2,1
4181,IA,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-06-03,2014-06-04,Decatur (County),6,1,2014,Midwest,Summer,2,2,3
4182,MN,Flood,"Severe Storms, Straight-Line Winds, Flooding, Landslides, And Mudslides",2014-06-11,2014-07-11,Hennepin (County),6,30,2014,Midwest,Summer,2,2,3
4184,IA,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-06-14,2014-06-23,Allamakee (County),6,9,2014,Midwest,Summer,2,2,3
4183,NE,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-06-14,2014-06-21,Dakota (County),6,7,2014,Midwest,Summer,2,2,3
4185,NE,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-06-01,2014-06-04,Burt (County),6,3,2014,Midwest,Summer,2,2,3
4186,SD,Flood,"Severe Storms, Tornadoes, And Flooding",2014-06-13,2014-06-20,Turner (County),6,7,2014,Midwest,Summer,2,2,3
4187,IA,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-06-26,2014-07-07,Jasper (County),6,11,2014,Midwest,Summer,2,2,3
4188,WA,Fire,Wildfires,2014-07-09,2014-08-05,Colville Indian Reservation,7,27,2014,West,Summer,2,2,4
4189,TN,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-06-05,2014-06-10,Carroll (County),6,5,2014,Southeast,Summer,2,2,2
4190,ND,Flood,Severe Storms And Flooding,2014-06-25,2014-07-01,Benson (County),6,6,2014,Midwest,Summer,2,2,3
4193,CA,Earthquake,Earthquake,2014-08-24,2014-09-07,Napa (County),8,14,2014,West,Summer,2,3,4
4194,HI,Severe Storm(s),Tropical Storm Iselle,2014-08-07,2014-08-09,Hawaii (County),8,2,2014,West,Summer,2,2,4
4195,MI,Flood,Severe Storms And Flooding,2014-08-11,2014-08-13,Oakland (County),8,2,2014,Midwest,Summer,2,3,3
4196,KY,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2014-08-18,2014-08-23,Floyd (County),8,5,2014,Southeast,Summer,2,2,2
4197,NM,Severe Storm(s),Severe Storms And Flooding,2014-07-27,2014-08-05,Sandoval (County),7,9,2014,Southwest,Summer,2,2,5
4198,MT,Severe Storm(s),"Severe Storms, Straight-Line Winds, And Flooding",2014-08-21,2014-08-25,Blaine (County),8,4,2014,West,Summer,2,2,4
4199,NM,Severe Storm(s),Severe Storms And Flooding,2014-09-15,2014-09-26,Colfax (County),9,11,2014,Southwest,Autumn,3,2,5
4200,MO,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2014-09-09,2014-09-10,Daviess (County),9,1,2014,Midwest,Autumn,3,2,3
4201,HI,Volcano,Pu'u O'o Volcanic Eruption And Lava Flow,2014-09-04,2015-03-25,Hawaii (County),9,202,2014,West,Autumn,3,2,4
4202,NV,Flood,Severe Storms And Flooding,2014-09-07,2014-09-09,Moapa River Indian Reservation,9,2,2014,West,Autumn,3,2,4
4203,AZ,Flood,Severe Storms And Flooding,2014-09-07,2014-09-09,Maricopa (County),9,2,2014,Southwest,Autumn,3,2,5
4204,NY,Snow,"Severe Winter Storm, Snowstorm, And Flooding",2014-11-17,2014-11-26,Genesee (County),11,9,2014,Northeast,Autumn,3,2,1
4205,MS,Tornado,Severe Storms And Tornadoes,2014-12-23,2014-12-23,Marion (County),12,1,2014,Southeast,Winter,4,2,2
4206,CA,Flood,"Severe Storms, Flooding, And Mudslides",2014-12-04,2014-12-06,Soboba Indian Reservation,12,2,2014,West,Winter,4,2,4
4207,VT,Severe Storm(s),Severe Winter Storm,2014-12-09,2014-12-12,Orange (County),12,3,2014,Northeast,Winter,4,2,1
4208,ME,Snow,"Severe Winter Storm, Snowstorm, And Flooding",2015-01-26,2015-01-28,Sagadahoc (County),1,2,2015,Northeast,Winter,4,2,1
4209,NH,Severe Storm(s),Severe Winter Storm And Snowstorm,2015-01-26,2015-01-28,Strafford (County),1,2,2015,Northeast,Winter,4,2,1
4210,WV,Severe Storm(s),"Severe Winter Storm, Flooding, Landslides, And Mudslides",2015-03-03,2015-03-14,Cabell (County),3,11,2015,Southeast,Spring,1,2,2
4211,TN,Severe Ice Storm,Severe Winter Storm And Flooding,2015-02-15,2015-02-22,Campbell (County),2,7,2015,Southeast,Winter,4,2,2
4212,RI,Severe Storm(s),Severe Winter Storm And Snowstorm,2015-01-26,2015-01-28,"Providence (County)(in PMSA 6060,6480)",1,2,2015,Northeast,Winter,4,2,1
4213,CT,Severe Storm(s),Severe Winter Storm And Snowstorm,2015-01-26,2015-01-28,"New Haven (County)(in (P)MSA 1160,5480,8880)",1,2,2015,Northeast,Winter,4,2,1
4214,MA,Severe Storm(s),"Severe Winter Storm, Snowstorm, And Flooding",2015-01-26,2015-01-28,"Essex (County)(in PMSA 1120,4160,7090)",1,2,2015,Northeast,Winter,4,2,1
4215,GA,Severe Ice Storm,Severe Winter Storm,2015-02-15,2015-02-17,Lumpkin (County),2,2,2015,Southeast,Winter,4,2,2
4216,KY,Snow,"Severe Winter Storms, Snowstorms, Flooding, Landslides, And Mudslides",2015-02-15,2015-02-22,Caldwell (County),2,7,2015,Southeast,Winter,4,2,2
4217,KY,Flood,"Severe Storms, Tornadoes, Flooding, Landslides, And Mudslides",2015-04-02,2015-04-17,Lewis (County),4,15,2015,Southeast,Spring,1,2,2
4218,KY,Flood,"Severe Winter Storm, Snowstorm, Flooding, Landslides, And Mudslides",2015-03-03,2015-03-09,Elliott (County),3,6,2015,Southeast,Spring,1,2,2
4219,WV,Severe Storm(s),"Severe Storms, Flooding, Landslides, And Mudslides",2015-04-03,2015-04-05,Wayne (County),4,2,2015,Southeast,Spring,1,2,2
4220,WV,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",2015-04-08,2015-04-11,Marshall (County),4,3,2015,Southeast,Spring,1,2,2
4221,WV,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",2015-04-13,2015-04-15,Cabell (County),4,2,2015,Southeast,Spring,1,2,2
4222,OK,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-05-05,2015-06-22,Major (County),5,48,2015,Southwest,Spring,1,2,5
4223,TX,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds And Flooding",2015-05-04,2015-06-22,Austin (County),5,49,2015,Southwest,Spring,1,2,5
4225,NE,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-05-06,2015-06-17,Fillmore (County),5,42,2015,Midwest,Spring,1,2,3
4226,AR,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-05-07,2015-06-15,Hempstead (County),5,39,2015,Southeast,Spring,1,2,2
4227,WY,Flood,Severe Storms And Flooding,2015-05-24,2015-06-06,Niobrara (County),5,13,2015,West,Spring,1,3,4
4228,LA,Flood,Severe Storms And Flooding,2015-05-18,2015-06-20,West Feliciana (Parish),5,33,2015,Southeast,Spring,1,2,2
4229,CO,Flood,"Severe Storms, Tornadoes, Flooding, Landslides, And Mudslides",2015-05-04,2015-06-16,Morgan (County),5,43,2015,West,Spring,1,2,4
4230,KS,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-05-04,2015-06-21,Cheyenne (County),5,48,2015,Midwest,Spring,1,2,3
4231,NJ,Severe Storm(s),Severe Storm,2015-06-23,2015-06-23,Camden (County),6,1,2015,Northeast,Summer,2,2,1
4232,VT,Severe Storm(s),Severe Storm And Flooding,2015-06-09,2015-06-09,Chittenden (County),6,1,2015,Northeast,Summer,2,2,1
4233,SD,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-06-17,2015-06-24,Haakon (County),6,7,2015,Midwest,Summer,2,2,3
4234,IA,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-06-20,2015-06-25,Dallas (County),6,5,2015,Midwest,Summer,2,2,3
4238,MO,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-05-15,2015-07-27,Barry (County),5,73,2015,Midwest,Spring,1,2,3
4236,WV,Severe Storm(s),"Severe Storms, Straight-Line Winds, Flooding, Landslides, And Mudslides",2015-07-10,2015-07-14,Wood (County),7,4,2015,Southeast,Summer,2,2,2
4237,SD,Severe Storm(s),"Severe Storms, Straight-Line Winds, And Flooding",2015-05-08,2015-05-29,Oglala Sioux Tribe of the Pine Ridge Reservation,5,21,2015,Midwest,Spring,1,2,3
4239,KY,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, Flooding, Landslides, And Mudslide",2015-07-11,2015-07-20,Jackson (County),7,9,2015,Southeast,Summer,2,2,2
4240,CA,Fire,Valley Fire And Butte Fire,2015-09-09,2015-10-30,Calaveras (County),9,51,2015,West,Autumn,3,3,4
4241,SC,Flood,Severe Storms And Flooding,2015-10-01,2015-10-23,Dillon (County),10,22,2015,Southeast,Autumn,3,2,2
4242,WA,Severe Storm(s),Severe Windstorm,2015-08-29,2015-08-29,Island (County),8,1,2015,West,Summer,2,2,4
4243,WA,Fire,Wildfires And Mudslides,2015-08-09,2015-09-10,Stevens (County),8,32,2015,West,Summer,2,2,4
4244,AK,Coastal Storm,Severe Storm,2015-08-27,2015-08-27,North Slope (Borough),8,1,2015,West,Summer,2,2,4
4245,TX,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-10-22,2015-10-31,Jasper (County),10,9,2015,Southwest,Autumn,3,2,5
4246,ID,Severe Storm(s),Severe Storm And Straight-Line Wind,2015-11-17,2015-11-17,Bonner (County),11,1,2015,West,Autumn,3,2,4
4247,OK,Severe Ice Storm,Severe Winter Storms And Flooding,2015-11-27,2015-11-29,Beckham (County),11,2,2015,Southwest,Autumn,3,2,5
4248,MS,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-12-23,2015-12-28,Clay (County),12,5,2015,Southeast,Winter,4,2,2
4249,WA,Severe Storm(s),"Severe Storms, Straight-Line Winds, Flooding, Landslides, And Mudslides",2015-11-12,2015-11-21,Mason (County),11,9,2015,West,Autumn,3,2,4
4251,AL,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-12-23,2015-12-31,Chambers (County),12,8,2015,Southeast,Winter,4,2,2
4250,MO,Flood,"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-12-23,2016-01-09,Mississippi (County),12,17,2015,Midwest,Winter,4,2,3
4252,ID,Severe Storm(s),Severe Winter Storms,2015-12-16,2015-12-27,Benewah (County),12,11,2015,West,Winter,4,2,4
4253,WA,Flood,"Severe Winter Storm, Straight-Line Winds, Flooding, Landslides, Mudslides, And A T",2015-12-01,2015-12-14,Cowlitz (County),12,13,2015,West,Winter,4,2,4
4254,AR,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-12-26,2016-01-22,Izard (County),12,27,2015,Southeast,Winter,4,2,2
4255,TX,Severe Storm(s),"Severe Winter Storms, Tornadoes, Straight-Line Winds, And Flooding",2015-12-26,2016-01-21,Castro (County),12,26,2015,Southwest,Winter,4,2,5
4256,OK,Severe Storm(s),Severe Winter Storms And Flooding,2015-12-26,2016-01-05,Adair (County),12,10,2015,Southwest,Winter,4,2,5
4258,OR,Severe Storm(s),"Severe Winter Storms, Straight-Line Winds, Flooding, Landslides, And Mudslides",2015-12-06,2015-12-23,Lane (County),12,17,2015,West,Winter,4,2,4
4257,AK,Severe Storm(s),Severe Storm,2015-12-12,2015-12-15,Aleutians West (Census Area),12,3,2015,West,Winter,4,2,4
4259,GA,Severe Storm(s),Severe Storms And Flooding,2015-12-22,2016-01-13,Baker (County),12,22,2015,Southeast,Winter,4,2,2
4261,MD,Snow,Severe Winter Storm And Snowstorm,2016-01-22,2016-01-23,Anne Arundel (County),1,1,2016,Northeast,Winter,4,2,1
4262,VA,Snow,Severe Winter Storm And Snowstorm,2016-01-22,2016-01-23,Albemarle (County),1,1,2016,Southeast,Winter,4,2,2
4263,LA,Flood,Severe Storms And Flooding,2016-03-08,2016-04-08,Ascension (Parish),3,31,2016,Southeast,Spring,1,3,2
4264,NJ,Severe Storm(s),Severe Winter Storm And Snowstorm,2016-01-22,2016-01-24,Essex (County),1,2,2016,Northeast,Winter,4,2,1
4265,DE,Snow,Severe Winter Storm And Snowstorm,2016-01-22,2016-01-23,Sussex (County),1,1,2016,Northeast,Winter,4,2,1
4266,TX,Flood,"Severe Storms, Tornadoes, And Flooding",2016-03-07,2016-03-29,Marion (County),3,22,2016,Southwest,Spring,1,3,5
4267,PA,Snow,Severe Winter Storm And Snowstorm,2016-01-22,2016-01-23,Bucks (County),1,1,2016,Northeast,Winter,4,2,1
4268,MS,Flood,Severe Storms And Flooding,2016-03-09,2016-03-29,Claiborne (County),3,20,2016,Southeast,Spring,1,2,2
4269,TX,Flood,Severe Storms And Flooding,2016-04-17,2016-04-30,Fort Bend (County),4,13,2016,Southwest,Spring,1,3,5
4270,AR,Severe Storm(s),"Severe Storms, Tornadoes, Straight-Line Winds, And Flooding",2016-03-08,2016-03-13,Cleveland (County),3,5,2016,Southeast,Spring,1,2,2
4271,MT,Severe Storm(s),Severe Winter Storm And Straight-Line Winds,2016-04-15,2016-04-16,Pondera (County),4,1,2016,West,Spring,1,1,4
4272,TX,Flood,Severe Storms And Flooding,2016-05-22,2016-06-24,Hardin (County),5,33,2016,Southwest,Spring,1,1,5
4273,WV,Flood,"Severe Storms, Flooding, Landslides, And Mudslides",2016-06-22,2016-06-29,Greenbrier (County),6,7,2016,Southeast,Summer,2,3,2
4274,OK,Flood,Severe Storms And Flooding,2016-06-11,2016-06-13,Garvin (County),6,2,2016,Southwest,Summer,2,2,5
4275,MT,Tornado,Tornado,2016-06-11,2016-06-11,Fallon (County),6,1,2016,West,Summer,2,2,4
4276,WI,Severe Storm(s),Severe Storms And Flooding,2016-07-11,2016-07-12,Florence (County),7,1,2016,Midwest,Summer,2,2,3
4277,LA,Flood,Severe Storms And Flooding,2016-08-11,2016-08-31,St. Charles (Parish),8,20,2016,Southeast,Summer,2,2,2
4278,KY,Severe Storm(s),"Severe Storm, Tornadoes, Flooding, Landslides, And Mudslides",2016-07-02,2016-07-09,Clay (County),7,7,2016,Southeast,Summer,2,2,2
4279,MD,Flood,Severe Storm And Flooding,2016-07-30,2016-07-31,Howard (County),7,1,2016,Northeast,Summer,2,2,1
4280,FL,Hurricane,Hurricane Hermine,2016-08-31,2016-09-11,Lafayette (County),8,11,2016,Southeast,Summer,2,2,2
4281,IA,Flood,"Severe Storms, Straight-Line Winds, And Flooding",2016-08-23,2016-08-27,Fayette (County),8,4,2016,Midwest,Summer,2,2,3
4282,HI,Mud/Landslide,"Severe Storms, Flooding, Landslides, And Mudslides",2016-09-11,2016-09-14,Maui (County),9,3,2016,West,Autumn,3,2,4
4283,FL,Hurricane,Hurricane Matthew,2016-10-03,2016-10-19,Flagler (County),10,16,2016,Southeast,Autumn,3,3,2
4284,GA,Hurricane,Hurricane Matthew,2016-10-04,2016-10-15,Camden (County),10,11,2016,Southeast,Autumn,3,2,2
4285,NC,Hurricane,Hurricane Matthew,2016-10-04,2016-10-24,Anson (County),10,20,2016,Southeast,Autumn,3,3,2
